cn1,mc1,:944850.000000
cn2,mc2,:2609129.000000
it1,mi_idx1,:12213.000000
it2,mi_idx2,:5992.000000
kt1,t1,:75845.000000
kt2,t2,:13432.000000
lt,ml,:2850.000000
mc1,mi_idx1,:6941650.000000
mc1,ml,:150887.000000
mc1,t1,:2609129.000000
mc2,mi_idx2,:3405809.000000
mc2,ml,:150887.000000
mc2,t2,:462080.000000
mi_idx1,ml,:86994.000000
mi_idx1,t1,:1380035.000000
mi_idx2,ml,:42682.000000
mi_idx2,t2,:119914.000000
ml,t1,:29997.000000
ml,t2,:5313.000000
cn1,mc1,mi_idx1,:3069707.000000
cn1,mc1,ml,:66724.000000
cn1,mc1,t1,:1153798.000000
cn2,mc2,mi_idx2,:3405809.000000
cn2,mc2,ml,:150887.000000
cn2,mc2,t2,:462080.000000
it1,mc1,mi_idx1,:2313447.000000
it1,mi_idx1,ml,:28993.000000
it1,mi_idx1,t1,:459925.000000
it2,mc2,mi_idx2,:128724.000000
it2,mi_idx2,ml,:1613.000000
it2,mi_idx2,t2,:4532.000000
kt1,mc1,t1,:93761.000000
kt1,mi_idx1,t1,:49593.000000
kt1,ml,t1,:1078.000000
kt2,mc2,t2,:16313.000000
kt2,mi_idx2,t2,:4233.000000
kt2,ml,t2,:188.000000
lt,mc1,ml,:11645.000000
lt,mc2,ml,:11645.000000
lt,mi_idx1,ml,:6714.000000
lt,mi_idx2,ml,:3294.000000
lt,ml,t1,:2315.000000
lt,ml,t2,:410.000000
mc1,mi_idx1,ml,:256758.000000
mc1,mi_idx1,t1,:4073078.000000
mc1,mc2,ml,:745026.000000
mc1,mi_idx2,ml,:210751.000000
mc1,ml,t1,:148115.000000
mc1,ml,t2,:26231.000000
mc2,mi_idx2,ml,:124491.000000
mc2,mi_idx2,t2,:349751.000000
mc2,mi_idx1,ml,:1010432.000000
mc2,ml,t1,:348413.000000
mc2,ml,t2,:61704.000000
mi_idx1,mi_idx2,ml,:89172.000000
mi_idx1,ml,t1,:62670.000000
mi_idx1,ml,t2,:11099.000000
mi_idx2,ml,t1,:37967.000000
mi_idx2,ml,t2,:6724.000000
ml,t1,t2,:5313.000000
cn1,it2,lt,mc1,mc2,mi_idx2,ml,t1,:38.000000
cn1,it2,lt,mc1,mc2,mi_idx2,ml,t2,:7.000000
cn1,kt1,lt,mc1,mc2,mi_idx2,ml,t1,:553.000000
cn1,lt,mc1,mc2,mi_idx2,ml,t1,t2,:3265.000000
cn1,kt2,lt,mc1,mc2,mi_idx2,ml,t2,:49.000000
cn1,kt1,lt,mc1,mc2,ml,t1,t2,:1985.000000
cn1,kt2,lt,mc1,mc2,ml,t1,t2,:29.000000
cn1,it2,kt1,lt,mc1,mi_idx2,ml,t1,:1.000000
cn1,it2,lt,mc1,mi_idx2,ml,t1,t2,:3.000000
cn1,it2,kt2,lt,mc1,mi_idx2,ml,t2,:1.000000
cn1,kt1,lt,mc1,mi_idx2,ml,t1,t2,:476.000000
cn1,kt2,lt,mc1,mi_idx2,ml,t1,t2,:7.000000
cn1,kt1,kt2,lt,mc1,ml,t1,t2,:11.000000
cn1,cn2,it2,mc1,mc2,mi_idx2,ml,t1,:5096.000000
cn1,cn2,it2,mc1,mc2,mi_idx2,ml,t2,:903.000000
cn1,cn2,kt1,mc1,mc2,mi_idx2,ml,t1,:22003.000000
cn1,cn2,mc1,mc2,mi_idx2,ml,t1,t2,:129892.000000
cn1,cn2,kt2,mc1,mc2,mi_idx2,ml,t2,:2628.000000
cn1,cn2,kt1,mc1,mc2,ml,t1,t2,:34972.000000
cn1,cn2,kt2,mc1,mc2,ml,t1,t2,:1871.000000
cn1,it2,kt1,mc1,mc2,mi_idx2,ml,t1,:153.000000
cn1,it2,mc1,mc2,mi_idx2,ml,t1,t2,:903.000000
cn1,it2,kt2,mc1,mc2,mi_idx2,ml,t2,:51.000000
cn1,kt1,mc1,mc2,mi_idx2,ml,t1,t2,:49054.000000
cn1,kt2,mc1,mc2,mi_idx2,ml,t1,t2,:2628.000000
cn1,kt1,kt2,mc1,mc2,ml,t1,t2,:1049.000000
cn1,it2,kt1,mc1,mi_idx2,ml,t1,t2,:159.000000
cn1,it2,kt2,mc1,mi_idx2,ml,t1,t2,:9.000000
cn1,kt1,kt2,mc1,mi_idx2,ml,t1,t2,:252.000000
cn2,it1,it2,mc1,mc2,mi_idx1,mi_idx2,ml,:399.000000
cn2,it1,it2,lt,mc2,mi_idx1,mi_idx2,ml,:237.000000
cn2,it1,it2,mc2,mi_idx1,mi_idx2,ml,t1,:2491.000000
cn2,it1,it2,mc2,mi_idx1,mi_idx2,ml,t2,:441.000000
cn2,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,:574.000000
cn2,it2,lt,mc1,mc2,mi_idx2,ml,t1,:198.000000
cn2,it2,lt,mc1,mc2,mi_idx2,ml,t2,:35.000000
cn2,it2,lt,mc2,mi_idx1,mi_idx2,ml,t1,:174.000000
cn2,it2,lt,mc2,mi_idx1,mi_idx2,ml,t2,:31.000000
cn2,it2,kt1,lt,mc2,mi_idx2,ml,t1,:2.000000
cn2,it2,lt,mc2,mi_idx2,ml,t1,t2,:12.000000
cn2,it2,kt2,lt,mc2,mi_idx2,ml,t2,:1.000000
cn2,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:43560.000000
cn2,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:7715.000000
cn2,it2,kt1,mc1,mc2,mi_idx2,ml,t1,:460.000000
cn2,it2,mc1,mc2,mi_idx2,ml,t1,t2,:2717.000000
cn2,it2,kt2,mc1,mc2,mi_idx2,ml,t2,:183.000000
cn2,it2,kt1,mc2,mi_idx1,mi_idx2,ml,t1,:224.000000
cn2,it2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:1323.000000
cn2,it2,kt2,mc2,mi_idx1,mi_idx2,ml,t2,:75.000000
cn2,it2,kt1,mc2,mi_idx2,ml,t1,t2,:357.000000
cn2,it2,kt2,mc2,mi_idx2,ml,t1,t2,:48.000000
cn2,it1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,:1840.000000
cn2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:207948.000000
cn2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:36828.000000
cn2,kt1,lt,mc1,mc2,mi_idx2,ml,t1,:2110.000000
cn2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:12457.000000
cn2,kt2,lt,mc1,mc2,mi_idx2,ml,t2,:243.000000
cn2,it1,lt,mc2,mi_idx1,mi_idx2,ml,t1,:11833.000000
cn2,it1,lt,mc2,mi_idx1,mi_idx2,ml,t2,:2096.000000
cn2,kt1,lt,mc2,mi_idx1,mi_idx2,ml,t1,:1065.000000
cn2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:6287.000000
cn2,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t2,:94.000000
cn2,kt1,lt,mc2,mi_idx2,ml,t1,t2,:1173.000000
cn2,kt2,lt,mc2,mi_idx2,ml,t1,t2,:34.000000
cn2,it1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:1291706.000000
cn2,it1,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:228763.000000
cn2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:116254.000000
cn2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:686288.000000
cn2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:18517.000000
cn2,kt1,mc1,mc2,mi_idx2,ml,t1,t2,:116827.000000
cn2,kt2,mc1,mc2,mi_idx2,ml,t1,t2,:6544.000000
cn2,it1,kt1,mc2,mi_idx1,mi_idx2,ml,t1,:9697.000000
cn2,it1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:57246.000000
cn2,it1,kt2,mc2,mi_idx1,mi_idx2,ml,t2,:891.000000
cn2,kt1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:34254.000000
cn2,kt2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:2674.000000
cn2,kt1,kt2,mc2,mi_idx2,ml,t1,t2,:361.000000
cn2,it1,lt,mc1,mc2,mi_idx1,ml,t1,:50005.000000
cn2,it1,lt,mc1,mc2,mi_idx1,ml,t2,:8856.000000
cn2,kt1,lt,mc1,mc2,mi_idx1,ml,t1,:4500.000000
cn2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:26568.000000
cn2,kt2,lt,mc1,mc2,mi_idx1,ml,t2,:509.000000
cn2,kt1,lt,mc1,mc2,ml,t1,t2,:4944.000000
cn2,kt2,lt,mc1,mc2,ml,t1,t2,:174.000000
cn2,it1,kt1,lt,mc2,mi_idx1,ml,t1,:259.000000
cn2,it1,lt,mc2,mi_idx1,ml,t1,t2,:1527.000000
cn2,it1,kt2,lt,mc2,mi_idx1,ml,t2,:24.000000
cn2,kt1,lt,mc2,mi_idx1,ml,t1,t2,:2312.000000
cn2,kt2,lt,mc2,mi_idx1,ml,t1,t2,:71.000000
cn2,kt1,kt2,lt,mc2,ml,t1,t2,:26.000000
cn2,it1,kt1,mc1,mc2,mi_idx1,ml,t1,:26008.000000
cn2,it1,mc1,mc2,mi_idx1,ml,t1,t2,:153538.000000
cn2,it1,kt2,mc1,mc2,mi_idx1,ml,t2,:4487.000000
cn2,kt1,mc1,mc2,mi_idx1,ml,t1,t2,:251580.000000
cn2,kt2,mc1,mc2,mi_idx1,ml,t1,t2,:13461.000000
cn2,kt1,kt2,mc1,mc2,ml,t1,t2,:2539.000000
cn2,it1,kt1,mc2,mi_idx1,ml,t1,t2,:8276.000000
cn2,it1,kt2,mc2,mi_idx1,ml,t1,t2,:617.000000
cn2,kt1,kt2,mc2,mi_idx1,ml,t1,t2,:745.000000
it1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,:1379.000000
it1,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:14520.000000
it1,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:2572.000000
it1,it2,lt,mc1,mi_idx1,mi_idx2,ml,t1,:86.000000
it1,it2,lt,mc1,mi_idx1,mi_idx2,ml,t2,:15.000000
it1,it2,kt1,mc1,mi_idx1,mi_idx2,ml,t1,:123.000000
it1,it2,mc1,mi_idx1,mi_idx2,ml,t1,t2,:729.000000
it1,it2,kt2,mc1,mi_idx1,mi_idx2,ml,t2,:41.000000
it1,it2,lt,mc2,mi_idx1,mi_idx2,ml,t1,:58.000000
it1,it2,lt,mc2,mi_idx1,mi_idx2,ml,t2,:10.000000
it1,it2,kt1,mc2,mi_idx1,mi_idx2,ml,t1,:75.000000
it1,it2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:441.000000
it1,it2,kt2,mc2,mi_idx1,mi_idx2,ml,t2,:25.000000
it1,it2,kt1,lt,mi_idx1,mi_idx2,ml,t1,:1.000000
it1,it2,lt,mi_idx1,mi_idx2,ml,t1,t2,:5.000000
it1,it2,kt2,lt,mi_idx1,mi_idx2,ml,t2,:1.000000
it1,it2,kt1,mi_idx1,mi_idx2,ml,t1,t2,:129.000000
it1,it2,kt2,mi_idx1,mi_idx2,ml,t1,t2,:8.000000
it1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:69316.000000
it1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:12276.000000
it1,kt1,lt,mc1,mc2,mi_idx1,ml,t1,:1500.000000
it1,lt,mc1,mc2,mi_idx1,ml,t1,t2,:8856.000000
it1,kt2,lt,mc1,mc2,mi_idx1,ml,t2,:170.000000
it1,kt1,lt,mc1,mi_idx1,mi_idx2,ml,t1,:384.000000
it1,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:2269.000000
it1,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t2,:47.000000
it1,kt1,lt,mc1,mi_idx1,ml,t1,t2,:990.000000
it1,kt2,lt,mc1,mi_idx1,ml,t1,t2,:36.000000
it1,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:38751.000000
it1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:228763.000000
it1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:6172.000000
it1,kt1,mc1,mc2,mi_idx1,ml,t1,t2,:83860.000000
it1,kt2,mc1,mc2,mi_idx1,ml,t1,t2,:4487.000000
it1,kt1,mc1,mi_idx1,mi_idx2,ml,t1,t2,:21230.000000
it1,kt2,mc1,mi_idx1,mi_idx2,ml,t1,t2,:1023.000000
it1,kt1,kt2,mc1,mi_idx1,ml,t1,t2,:620.000000
it1,kt1,lt,mc2,mi_idx1,mi_idx2,ml,t1,:355.000000
it1,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:2096.000000
it1,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t2,:31.000000
it1,kt1,lt,mc2,mi_idx1,ml,t1,t2,:771.000000
it1,kt2,lt,mc2,mi_idx1,ml,t1,t2,:24.000000
it1,kt1,lt,mi_idx1,mi_idx2,ml,t1,t2,:284.000000
it1,kt2,lt,mi_idx1,mi_idx2,ml,t1,t2,:8.000000
it1,kt1,kt2,lt,mi_idx1,ml,t1,t2,:6.000000
it1,kt1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:11418.000000
it1,kt2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:891.000000
it1,kt1,kt2,mc2,mi_idx1,ml,t1,t2,:248.000000
it1,kt1,kt2,mi_idx1,mi_idx2,ml,t1,t2,:64.000000
it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:537.000000
it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:95.000000
it2,kt1,lt,mc1,mc2,mi_idx2,ml,t1,:6.000000
it2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:35.000000
it2,kt2,lt,mc1,mc2,mi_idx2,ml,t2,:1.000000
it2,kt1,lt,mc2,mi_idx1,mi_idx2,ml,t1,:5.000000
it2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:31.000000
it2,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t2,:1.000000
it2,kt1,lt,mc2,mi_idx2,ml,t1,t2,:10.000000
it2,kt2,lt,mc2,mi_idx2,ml,t1,t2,:1.000000
it2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:1307.000000
it2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:7715.000000
it2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:515.000000
it2,kt1,mc1,mc2,mi_idx2,ml,t1,t2,:2349.000000
it2,kt2,mc1,mc2,mi_idx2,ml,t1,t2,:183.000000
it2,kt1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:991.000000
it2,kt2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:75.000000
it2,kt1,kt2,mc2,mi_idx2,ml,t1,t2,:11.000000
it2,kt1,lt,mc1,mi_idx1,mi_idx2,ml,t1,:8.000000
it2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:46.000000
it2,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t2,:1.000000
it2,kt1,lt,mc1,mi_idx2,ml,t1,t2,:15.000000
it2,kt2,lt,mc1,mi_idx2,ml,t1,t2,:1.000000
it2,kt1,lt,mi_idx1,mi_idx2,ml,t1,t2,:15.000000
it2,kt2,lt,mi_idx1,mi_idx2,ml,t1,t2,:1.000000
it2,kt1,kt2,lt,mi_idx2,ml,t1,t2,:1.000000
it2,kt1,mc1,mi_idx1,mi_idx2,ml,t1,t2,:2085.000000
it2,kt2,mc1,mi_idx1,mi_idx2,ml,t1,t2,:122.000000
it2,kt1,kt2,mc1,mi_idx2,ml,t1,t2,:21.000000
it2,kt1,kt2,mi_idx1,mi_idx2,ml,t1,t2,:12.000000
kt1,kt2,lt,mc1,mi_idx1,ml,t1,t2,:1.000000
kt1,kt2,mc1,mc2,mi_idx1,ml,t1,t2,:14.000000
kt1,kt2,mc1,mi_idx1,mi_idx2,ml,t1,t2,:4.000000
kt1,kt2,lt,mc1,mc2,ml,t1,t2,:2.000000
kt1,kt2,lt,mc1,mi_idx2,ml,t1,t2,:1.000000
kt1,kt2,mc1,mc2,mi_idx2,ml,t1,t2,:35.000000
kt1,kt2,lt,mc2,mi_idx1,ml,t1,t2,:1.000000
kt1,kt2,lt,mi_idx1,mi_idx2,ml,t1,t2,:1.000000
kt1,kt2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:19.000000
kt1,kt2,lt,mc2,mi_idx2,ml,t1,t2,:3.000000
kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:114413.000000
kt1,lt,mc1,mc2,mi_idx1,ml,t1,t2,:14241.000000
kt1,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:4046.000000
kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:347979.000000
kt1,lt,mc1,mc2,mi_idx2,ml,t1,t2,:7224.000000
kt1,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:3281.000000
kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:7909.000000
kt2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:2727.000000
kt2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:1212.000000
kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:69951.000000
kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:5436.000000
kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:1122.000000
lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:36828.000000
cn1,cn2,it1,it2,mc1,mc2,mi_idx1,mi_idx2,ml,:2316.000000
cn1,it1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,:440.000000
cn1,it1,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:4634.000000
cn1,it1,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:821.000000
cn1,it1,it2,lt,mc1,mi_idx1,mi_idx2,ml,t1,:15.000000
cn1,it1,it2,lt,mc1,mi_idx1,mi_idx2,ml,t2,:3.000000
cn1,it1,it2,kt1,mc1,mi_idx1,mi_idx2,ml,t1,:31.000000
cn1,it1,it2,mc1,mi_idx1,mi_idx2,ml,t1,t2,:180.000000
cn1,it1,it2,kt2,mc1,mi_idx1,mi_idx2,ml,t2,:9.000000
cn1,cn2,it1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,:17095.000000
cn1,cn2,it1,lt,mc1,mc2,mi_idx1,ml,t1,:12014.000000
cn1,cn2,it1,lt,mc1,mc2,mi_idx1,ml,t2,:2128.000000
cn1,it1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:17992.000000
cn1,it1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:3186.000000
cn1,it1,kt1,lt,mc1,mc2,mi_idx1,ml,t1,:360.000000
cn1,it1,lt,mc1,mc2,mi_idx1,ml,t1,t2,:2128.000000
cn1,it1,kt2,lt,mc1,mc2,mi_idx1,ml,t2,:28.000000
cn1,it1,kt1,lt,mc1,mi_idx1,mi_idx2,ml,t1,:88.000000
cn1,it1,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:519.000000
cn1,it1,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t2,:7.000000
cn1,it1,kt1,lt,mc1,mi_idx1,ml,t1,t2,:327.000000
cn1,it1,kt2,lt,mc1,mi_idx1,ml,t1,t2,:4.000000
cn1,cn2,it1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:680164.000000
cn1,cn2,it1,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:120458.000000
cn1,cn2,it1,kt1,mc1,mc2,mi_idx1,ml,t1,:13250.000000
cn1,cn2,it1,mc1,mc2,mi_idx1,ml,t1,t2,:78218.000000
cn1,cn2,it1,kt2,mc1,mc2,mi_idx1,ml,t2,:1767.000000
cn1,it1,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:20405.000000
cn1,it1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:120458.000000
cn1,it1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:2469.000000
cn1,it1,kt1,mc1,mc2,mi_idx1,ml,t1,t2,:34763.000000
cn1,it1,kt2,mc1,mc2,mi_idx1,ml,t1,t2,:1767.000000
cn1,it1,kt1,mc1,mi_idx1,mi_idx2,ml,t1,t2,:8369.000000
cn1,it1,kt2,mc1,mi_idx1,mi_idx2,ml,t1,t2,:326.000000
cn1,it1,kt1,kt2,mc1,mi_idx1,ml,t1,t2,:229.000000
cn1,cn2,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,:478.000000
cn1,cn2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:53976.000000
cn1,cn2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:9559.000000
cn1,cn2,kt1,lt,mc1,mc2,mi_idx1,ml,t1,:1081.000000
cn1,cn2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:6383.000000
cn1,cn2,kt2,lt,mc1,mc2,mi_idx1,ml,t2,:85.000000
cn1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:114.000000
cn1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:20.000000
cn1,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:1619.000000
cn1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:9559.000000
cn1,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:145.000000
cn1,kt1,lt,mc1,mc2,mi_idx1,ml,t1,t2,:5663.000000
cn1,kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:85.000000
cn1,it2,kt1,lt,mc1,mi_idx1,mi_idx2,ml,t1,:1.000000
cn1,it2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:8.000000
cn1,it2,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t2,:1.000000
cn1,kt1,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:1396.000000
cn1,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:20.000000
cn1,kt1,kt2,lt,mc1,mi_idx1,ml,t1,t2,:29.000000
cn1,cn2,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:13902.000000
cn1,cn2,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:2462.000000
cn1,cn2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:61215.000000
cn1,cn2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:361374.000000
cn1,cn2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:7407.000000
cn1,cn2,kt1,mc1,mc2,mi_idx1,ml,t1,t2,:104288.000000
cn1,cn2,kt2,mc1,mc2,mi_idx1,ml,t1,t2,:5300.000000
cn1,it2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:417.000000
cn1,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:2462.000000
cn1,it2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:138.000000
cn1,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:146520.000000
cn1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:7407.000000
cn1,kt1,kt2,mc1,mc2,mi_idx1,ml,t1,t2,:3129.000000
cn1,it2,kt1,mc1,mi_idx1,mi_idx2,ml,t1,t2,:478.000000
cn1,it2,kt2,mc1,mi_idx1,mi_idx2,ml,t1,t2,:27.000000
cn1,kt1,kt2,mc1,mi_idx1,mi_idx2,ml,t1,t2,:753.000000
cn1,cn2,it2,lt,mc1,mc2,mi_idx2,ml,t1,:38.000000
cn1,cn2,it2,lt,mc1,mc2,mi_idx2,ml,t2,:7.000000
cn1,cn2,kt1,lt,mc1,mc2,mi_idx2,ml,t1,:553.000000
cn1,cn2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:3265.000000
cn1,cn2,kt2,lt,mc1,mc2,mi_idx2,ml,t2,:49.000000
cn1,cn2,kt1,lt,mc1,mc2,ml,t1,t2,:1985.000000
cn1,cn2,kt2,lt,mc1,mc2,ml,t1,t2,:29.000000
cn1,it2,kt1,lt,mc1,mc2,mi_idx2,ml,t1,:1.000000
cn1,it2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:7.000000
cn1,it2,kt2,lt,mc1,mc2,mi_idx2,ml,t2,:1.000000
cn1,kt1,lt,mc1,mc2,mi_idx2,ml,t1,t2,:2958.000000
cn1,kt2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:49.000000
cn1,kt1,kt2,lt,mc1,mc2,ml,t1,t2,:60.000000
cn1,it2,kt1,lt,mc1,mi_idx2,ml,t1,t2,:2.000000
cn1,it2,kt2,lt,mc1,mi_idx2,ml,t1,t2,:1.000000
cn1,kt1,kt2,lt,mc1,mi_idx2,ml,t1,t2,:14.000000
cn1,cn2,it2,kt1,mc1,mc2,mi_idx2,ml,t1,:153.000000
cn1,cn2,it2,mc1,mc2,mi_idx2,ml,t1,t2,:903.000000
cn1,cn2,it2,kt2,mc1,mc2,mi_idx2,ml,t2,:51.000000
cn1,cn2,kt1,mc1,mc2,mi_idx2,ml,t1,t2,:49054.000000
cn1,cn2,kt2,mc1,mc2,mi_idx2,ml,t1,t2,:2628.000000
cn1,cn2,kt1,kt2,mc1,mc2,ml,t1,t2,:1049.000000
cn1,it2,kt1,mc1,mc2,mi_idx2,ml,t1,t2,:638.000000
cn1,it2,kt2,mc1,mc2,mi_idx2,ml,t1,t2,:51.000000
cn1,kt1,kt2,mc1,mc2,mi_idx2,ml,t1,t2,:1472.000000
cn1,it2,kt1,kt2,mc1,mi_idx2,ml,t1,t2,:5.000000
cn2,it1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,:1379.000000
cn2,it1,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:14520.000000
cn2,it1,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:2572.000000
cn2,it1,it2,lt,mc2,mi_idx1,mi_idx2,ml,t1,:58.000000
cn2,it1,it2,lt,mc2,mi_idx1,mi_idx2,ml,t2,:10.000000
cn2,it1,it2,kt1,mc2,mi_idx1,mi_idx2,ml,t1,:75.000000
cn2,it1,it2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:441.000000
cn2,it1,it2,kt2,mc2,mi_idx1,mi_idx2,ml,t2,:25.000000
cn2,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:537.000000
cn2,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:95.000000
cn2,it2,kt1,lt,mc1,mc2,mi_idx2,ml,t1,:6.000000
cn2,it2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:35.000000
cn2,it2,kt2,lt,mc1,mc2,mi_idx2,ml,t2,:1.000000
cn2,it2,kt1,lt,mc2,mi_idx1,mi_idx2,ml,t1,:5.000000
cn2,it2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:31.000000
cn2,it2,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t2,:1.000000
cn2,it2,kt1,lt,mc2,mi_idx2,ml,t1,t2,:10.000000
cn2,it2,kt2,lt,mc2,mi_idx2,ml,t1,t2,:1.000000
cn2,it2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:1307.000000
cn2,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:7715.000000
cn2,it2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:515.000000
cn2,it2,kt1,mc1,mc2,mi_idx2,ml,t1,t2,:2349.000000
cn2,it2,kt2,mc1,mc2,mi_idx2,ml,t1,t2,:183.000000
